user_id,date,habit,completed,mood,dayofweek,is_weekend,week_num,day_num,roll7_rate,roll14_rate,roll3_rate,streak,days_since_miss,weekend_penalty,habit_age,will_drop
synthetic_001,2016-03-23,Steps,0,4,2,0,12,12,0.42857142857142855,0.36363636363636365,0.3333333333333333,0,1,0.28095238095238095,12,0
synthetic_001,2016-03-24,Steps,0,9,3,0,12,13,0.2857142857142857,0.3333333333333333,0.3333333333333333,0,0,0.28095238095238095,13,0
synthetic_001,2016-03-25,Steps,1,9,4,0,12,14,0.2857142857142857,0.3076923076923077,0.0,0,0,0.28095238095238095,14,0
synthetic_001,2016-03-26,Steps,0,6,5,1,12,15,0.42857142857142855,0.35714285714285715,0.3333333333333333,1,0,0.28095238095238095,15,0
synthetic_001,2016-03-27,Steps,0,9,6,1,12,16,0.2857142857142857,0.35714285714285715,0.3333333333333333,0,1,0.28095238095238095,16,0
synthetic_001,2016-03-28,Steps,0,7,0,0,13,17,0.2857142857142857,0.35714285714285715,0.3333333333333333,0,0,0.28095238095238095,17,0
synthetic_001,2016-03-29,Steps,0,6,1,0,13,18,0.14285714285714285,0.2857142857142857,0.0,0,0,0.28095238095238095,18,0
synthetic_001,2016-03-30,Steps,1,7,2,0,13,19,0.14285714285714285,0.2857142857142857,0.0,0,0,0.28095238095238095,19,0
synthetic_001,2016-03-31,Steps,0,8,3,0,13,20,0.2857142857142857,0.2857142857142857,0.3333333333333333,1,0,0.28095238095238095,20,0
synthetic_001,2016-04-01,Steps,0,8,4,0,13,21,0.2857142857142857,0.2857142857142857,0.3333333333333333,0,1,0.28095238095238095,21,0
synthetic_001,2016-04-02,Steps,0,4,5,1,13,22,0.14285714285714285,0.2857142857142857,0.3333333333333333,0,0,0.28095238095238095,22,0
synthetic_001,2016-04-03,Steps,0,7,6,1,13,23,0.14285714285714285,0.21428571428571427,0.0,0,0,0.28095238095238095,23,0
synthetic_001,2016-04-04,Steps,1,8,0,0,14,24,0.14285714285714285,0.21428571428571427,0.0,0,0,0.28095238095238095,24,0
synthetic_001,2016-04-05,Steps,0,5,1,0,14,25,0.2857142857142857,0.21428571428571427,0.3333333333333333,1,0,0.28095238095238095,25,0
synthetic_001,2016-04-06,Steps,0,10,2,0,14,26,0.2857142857142857,0.21428571428571427,0.3333333333333333,0,1,0.28095238095238095,26,0
synthetic_001,2016-04-07,Steps,1,5,3,0,14,27,0.14285714285714285,0.21428571428571427,0.3333333333333333,0,0,0.28095238095238095,27,0
synthetic_001,2016-04-08,Steps,0,4,4,0,14,28,0.2857142857142857,0.2857142857142857,0.3333333333333333,1,0,0.28095238095238095,28,0
synthetic_001,2016-04-09,Steps,0,5,5,1,14,29,0.2857142857142857,0.21428571428571427,0.3333333333333333,0,1,0.28095238095238095,29,0
synthetic_001,2016-04-10,Steps,0,4,6,1,14,30,0.2857142857142857,0.21428571428571427,0.3333333333333333,0,0,0.28095238095238095,30,0
synthetic_001,2016-03-12,Workout,0,7,5,1,10,1,0.0,0.0,0.0,0,0,0.22857142857142854,1,0
synthetic_001,2016-03-13,Workout,1,10,6,1,10,2,0.0,0.0,0.0,0,1,0.22857142857142854,2,0
synthetic_001,2016-03-14,Workout,1,6,0,0,11,3,0.5,0.5,0.5,1,0,0.22857142857142854,3,0
synthetic_001,2016-03-15,Workout,0,5,1,0,11,4,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,1,0.22857142857142854,4,0
synthetic_001,2016-03-16,Workout,0,4,2,0,11,5,0.5,0.5,0.6666666666666666,0,2,0.22857142857142854,5,0
synthetic_001,2016-03-17,Workout,1,7,3,0,11,6,0.4,0.4,0.3333333333333333,0,0,0.22857142857142854,6,0
synthetic_001,2016-03-18,Workout,0,6,4,0,11,7,0.5,0.5,0.3333333333333333,1,0,0.22857142857142854,7,0
synthetic_001,2016-03-19,Workout,0,9,5,1,11,8,0.42857142857142855,0.42857142857142855,0.3333333333333333,0,1,0.22857142857142854,8,0
synthetic_001,2016-03-20,Workout,1,4,6,1,11,9,0.42857142857142855,0.375,0.3333333333333333,0,0,0.22857142857142854,9,0
synthetic_001,2016-03-21,Workout,1,6,0,0,12,10,0.42857142857142855,0.4444444444444444,0.3333333333333333,1,0,0.22857142857142854,10,0
synthetic_001,2016-03-22,Workout,0,8,1,0,12,11,0.42857142857142855,0.5,0.6666666666666666,2,1,0.22857142857142854,11,0
synthetic_001,2016-03-23,Workout,1,6,2,0,12,12,0.42857142857142855,0.45454545454545453,0.6666666666666666,0,2,0.22857142857142854,12,0
synthetic_001,2016-03-24,Workout,1,4,3,0,12,13,0.5714285714285714,0.5,0.6666666666666666,1,0,0.22857142857142854,13,0
synthetic_001,2016-03-25,Workout,1,7,4,0,12,14,0.5714285714285714,0.5384615384615384,0.6666666666666666,2,1,0.22857142857142854,14,0
synthetic_001,2016-03-26,Workout,0,5,5,1,12,15,0.7142857142857143,0.5714285714285714,1.0,3,2,0.22857142857142854,15,1
synthetic_001,2016-03-27,Workout,0,6,6,1,12,16,0.7142857142857143,0.5714285714285714,0.6666666666666666,0,3,0.22857142857142854,16,1
synthetic_001,2016-03-28,Workout,0,5,0,0,13,17,0.5714285714285714,0.5,0.3333333333333333,0,0,0.22857142857142854,17,0
synthetic_001,2016-03-29,Workout,0,4,1,0,13,18,0.42857142857142855,0.42857142857142855,0.0,0,0,0.22857142857142854,18,0
synthetic_001,2016-03-30,Workout,1,5,2,0,13,19,0.42857142857142855,0.42857142857142855,0.0,0,0,0.22857142857142854,19,0
synthetic_001,2016-03-31,Workout,0,10,3,0,13,20,0.42857142857142855,0.5,0.3333333333333333,1,0,0.22857142857142854,20,0
synthetic_001,2016-04-01,Workout,0,6,4,0,13,21,0.2857142857142857,0.42857142857142855,0.3333333333333333,0,1,0.22857142857142854,21,0
synthetic_001,2016-04-02,Workout,0,8,5,1,13,22,0.14285714285714285,0.42857142857142855,0.3333333333333333,0,0,0.22857142857142854,22,0
synthetic_001,2016-04-03,Workout,0,9,6,1,13,23,0.14285714285714285,0.42857142857142855,0.0,0,0,0.22857142857142854,23,0
synthetic_001,2016-04-04,Workout,0,4,0,0,14,24,0.14285714285714285,0.35714285714285715,0.0,0,0,0.22857142857142854,24,0
synthetic_001,2016-04-05,Workout,0,9,1,0,14,25,0.14285714285714285,0.2857142857142857,0.0,0,0,0.22857142857142854,25,0
synthetic_001,2016-04-06,Workout,0,7,2,0,14,26,0.14285714285714285,0.2857142857142857,0.0,0,0,0.22857142857142854,26,0
synthetic_001,2016-04-07,Workout,1,6,3,0,14,27,0.0,0.21428571428571427,0.0,0,0,0.22857142857142854,27,0
synthetic_001,2016-04-08,Workout,1,4,4,0,14,28,0.14285714285714285,0.21428571428571427,0.3333333333333333,1,0,0.22857142857142854,28,0
synthetic_001,2016-04-09,Workout,0,10,5,1,14,29,0.2857142857142857,0.21428571428571427,0.6666666666666666,2,1,0.22857142857142854,29,0
synthetic_001,2016-04-10,Workout,0,9,6,1,14,30,0.2857142857142857,0.21428571428571427,0.6666666666666666,0,2,0.22857142857142854,30,0
synthetic_002,2016-03-12,Sedentary_Limit,1,10,5,1,10,1,0.0,0.0,0.0,0,0,-0.2333333333333334,1,0
synthetic_002,2016-03-13,Sedentary_Limit,1,7,6,1,10,2,1.0,1.0,1.0,1,1,-0.2333333333333334,2,0
synthetic_002,2016-03-14,Sedentary_Limit,1,4,0,0,11,3,1.0,1.0,1.0,2,2,-0.2333333333333334,3,0
synthetic_002,2016-03-15,Sedentary_Limit,0,6,1,0,11,4,1.0,1.0,1.0,3,3,-0.2333333333333334,4,0
synthetic_002,2016-03-16,Sedentary_Limit,1,8,2,0,11,5,0.75,0.75,0.6666666666666666,0,4,-0.2333333333333334,5,0
synthetic_002,2016-03-17,Sedentary_Limit,1,8,3,0,11,6,0.8,0.8,0.6666666666666666,1,0,-0.2333333333333334,6,0
synthetic_002,2016-03-18,Sedentary_Limit,1,10,4,0,11,7,0.8333333333333334,0.8333333333333334,0.6666666666666666,2,1,-0.2333333333333334,7,0
synthetic_002,2016-03-19,Sedentary_Limit,1,9,5,1,11,8,0.8571428571428571,0.8571428571428571,1.0,3,2,-0.2333333333333334,8,0
synthetic_002,2016-03-20,Sedentary_Limit,1,10,6,1,11,9,0.8571428571428571,0.875,1.0,4,3,-0.2333333333333334,9,0
synthetic_002,2016-03-21,Sedentary_Limit,1,9,0,0,12,10,0.8571428571428571,0.8888888888888888,1.0,5,4,-0.2333333333333334,10,0
synthetic_002,2016-03-22,Sedentary_Limit,1,9,1,0,12,11,0.8571428571428571,0.9,1.0,6,5,-0.2333333333333334,11,0
synthetic_002,2016-03-23,Sedentary_Limit,0,5,2,0,12,12,1.0,0.9090909090909091,1.0,7,6,-0.2333333333333334,12,0
synthetic_002,2016-03-24,Sedentary_Limit,1,7,3,0,12,13,0.8571428571428571,0.8333333333333334,0.6666666666666666,0,7,-0.2333333333333334,13,0
synthetic_002,2016-03-25,Sedentary_Limit,0,7,4,0,12,14,0.8571428571428571,0.8461538461538461,0.6666666666666666,1,0,-0.2333333333333334,14,0
synthetic_002,2016-03-26,Sedentary_Limit,1,5,5,1,12,15,0.7142857142857143,0.7857142857142857,0.3333333333333333,0,1,-0.2333333333333334,15,0
synthetic_002,2016-03-27,Sedentary_Limit,1,10,6,1,12,16,0.7142857142857143,0.7857142857142857,0.6666666666666666,1,0,-0.2333333333333334,16,0
synthetic_002,2016-03-28,Sedentary_Limit,1,6,0,0,13,17,0.7142857142857143,0.7857142857142857,0.6666666666666666,2,1,-0.2333333333333334,17,0
synthetic_002,2016-03-29,Sedentary_Limit,0,8,1,0,13,18,0.7142857142857143,0.7857142857142857,1.0,3,2,-0.2333333333333334,18,0
synthetic_002,2016-03-30,Sedentary_Limit,1,7,2,0,13,19,0.5714285714285714,0.7857142857142857,0.6666666666666666,0,3,-0.2333333333333334,19,0
synthetic_002,2016-03-31,Sedentary_Limit,1,10,3,0,13,20,0.7142857142857143,0.7857142857142857,0.6666666666666666,1,0,-0.2333333333333334,20,0
synthetic_002,2016-04-01,Sedentary_Limit,0,4,4,0,13,21,0.7142857142857143,0.7857142857142857,0.6666666666666666,2,1,-0.2333333333333334,21,0
synthetic_002,2016-04-02,Sedentary_Limit,1,6,5,1,13,22,0.7142857142857143,0.7142857142857143,0.6666666666666666,0,2,-0.2333333333333334,22,0
synthetic_002,2016-04-03,Sedentary_Limit,1,4,6,1,13,23,0.7142857142857143,0.7142857142857143,0.6666666666666666,1,0,-0.2333333333333334,23,0
synthetic_002,2016-04-04,Sedentary_Limit,1,8,0,0,14,24,0.7142857142857143,0.7142857142857143,0.6666666666666666,2,1,-0.2333333333333334,24,0
synthetic_002,2016-04-05,Sedentary_Limit,0,4,1,0,14,25,0.7142857142857143,0.7142857142857143,1.0,3,2,-0.2333333333333334,25,0
synthetic_002,2016-04-06,Sedentary_Limit,0,9,2,0,14,26,0.7142857142857143,0.6428571428571429,0.6666666666666666,0,3,-0.2333333333333334,26,0
synthetic_002,2016-04-07,Sedentary_Limit,1,8,3,0,14,27,0.5714285714285714,0.6428571428571429,0.3333333333333333,0,0,-0.2333333333333334,27,0
synthetic_002,2016-04-08,Sedentary_Limit,1,9,4,0,14,28,0.5714285714285714,0.6428571428571429,0.3333333333333333,1,0,-0.2333333333333334,28,0
synthetic_002,2016-04-09,Sedentary_Limit,0,8,5,1,14,29,0.7142857142857143,0.7142857142857143,0.6666666666666666,2,1,-0.2333333333333334,29,0
synthetic_002,2016-04-10,Sedentary_Limit,1,7,6,1,14,30,0.5714285714285714,0.6428571428571429,0.6666666666666666,0,2,-0.2333333333333334,30,0
synthetic_002,2016-03-12,Sleep,1,5,5,1,10,1,0.0,0.0,0.0,0,0,-0.4095238095238095,1,0
synthetic_002,2016-03-13,Sleep,0,9,6,1,10,2,1.0,1.0,1.0,1,1,-0.4095238095238095,2,0
synthetic_002,2016-03-14,Sleep,1,8,0,0,11,3,0.5,0.5,0.5,0,2,-0.4095238095238095,3,0
synthetic_002,2016-03-15,Sleep,1,6,1,0,11,4,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0,-0.4095238095238095,4,1
synthetic_002,2016-03-16,Sleep,0,4,2,0,11,5,0.75,0.75,0.6666666666666666,2,1,-0.4095238095238095,5,1
synthetic_002,2016-03-17,Sleep,0,8,3,0,11,6,0.6,0.6,0.6666666666666666,0,2,-0.4095238095238095,6,0
synthetic_002,2016-03-18,Sleep,0,7,4,0,11,7,0.5,0.5,0.3333333333333333,0,0,-0.4095238095238095,7,0
synthetic_002,2016-03-19,Sleep,1,10,5,1,11,8,0.42857142857142855,0.42857142857142855,0.0,0,0,-0.4095238095238095,8,0
synthetic_002,2016-03-20,Sleep,1,7,6,1,11,9,0.42857142857142855,0.5,0.3333333333333333,1,0,-0.4095238095238095,9,0
synthetic_002,2016-03-21,Sleep,0,8,0,0,12,10,0.5714285714285714,0.5555555555555556,0.6666666666666666,2,1,-0.4095238095238095,10,0
synthetic_002,2016-03-22,Sleep,0,4,1,0,12,11,0.42857142857142855,0.5,0.6666666666666666,0,2,-0.4095238095238095,11,0
synthetic_002,2016-03-23,Sleep,0,4,2,0,12,12,0.2857142857142857,0.45454545454545453,0.3333333333333333,0,0,-0.4095238095238095,12,0
synthetic_002,2016-03-24,Sleep,1,7,3,0,12,13,0.2857142857142857,0.4166666666666667,0.0,0,0,-0.4095238095238095,13,0
synthetic_002,2016-03-25,Sleep,0,6,4,0,12,14,0.42857142857142855,0.46153846153846156,0.3333333333333333,1,0,-0.4095238095238095,14,0
synthetic_002,2016-03-26,Sleep,0,7,5,1,12,15,0.42857142857142855,0.42857142857142855,0.3333333333333333,0,1,-0.4095238095238095,15,0
synthetic_002,2016-03-27,Sleep,0,10,6,1,12,16,0.2857142857142857,0.35714285714285715,0.3333333333333333,0,0,-0.4095238095238095,16,0
synthetic_002,2016-03-28,Sleep,1,8,0,0,13,17,0.14285714285714285,0.35714285714285715,0.0,0,0,-0.4095238095238095,17,0
synthetic_002,2016-03-29,Sleep,0,4,1,0,13,18,0.2857142857142857,0.35714285714285715,0.3333333333333333,1,0,-0.4095238095238095,18,0
synthetic_002,2016-03-30,Sleep,0,4,2,0,13,19,0.2857142857142857,0.2857142857142857,0.3333333333333333,0,1,-0.4095238095238095,19,0
synthetic_002,2016-03-31,Sleep,0,7,3,0,13,20,0.2857142857142857,0.2857142857142857,0.3333333333333333,0,0,-0.4095238095238095,20,0
synthetic_002,2016-04-01,Sleep,0,5,4,0,13,21,0.14285714285714285,0.2857142857142857,0.0,0,0,-0.4095238095238095,21,0
synthetic_002,2016-04-02,Sleep,1,6,5,1,13,22,0.14285714285714285,0.2857142857142857,0.0,0,0,-0.4095238095238095,22,0
synthetic_002,2016-04-03,Sleep,1,6,6,1,13,23,0.2857142857142857,0.2857142857142857,0.3333333333333333,1,0,-0.4095238095238095,23,0
synthetic_002,2016-04-04,Sleep,0,8,0,0,14,24,0.42857142857142855,0.2857142857142857,0.6666666666666666,2,1,-0.4095238095238095,24,0
synthetic_002,2016-04-05,Sleep,0,4,1,0,14,25,0.2857142857142857,0.2857142857142857,0.6666666666666666,0,2,-0.4095238095238095,25,0
synthetic_002,2016-04-06,Sleep,0,7,2,0,14,26,0.2857142857142857,0.2857142857142857,0.3333333333333333,0,0,-0.4095238095238095,26,0
synthetic_002,2016-04-07,Sleep,0,9,3,0,14,27,0.2857142857142857,0.2857142857142857,0.0,0,0,-0.4095238095238095,27,0
synthetic_002,2016-04-08,Sleep,0,5,4,0,14,28,0.2857142857142857,0.21428571428571427,0.0,0,0,-0.4095238095238095,28,0
synthetic_002,2016-04-09,Sleep,1,5,5,1,14,29,0.2857142857142857,0.21428571428571427,0.0,0,0,-0.4095238095238095,29,0
synthetic_002,2016-04-10,Sleep,0,8,6,1,14,30,0.2857142857142857,0.2857142857142857,0.3333333333333333,1,0,-0.4095238095238095,30,0
synthetic_002,2016-03-12,Steps,0,6,5,1,10,1,0.0,0.0,0.0,0,0,-0.2238095238095238,1,0
synthetic_002,2016-03-13,Steps,0,7,6,1,10,2,0.0,0.0,0.0,0,1,-0.2238095238095238,2,0
synthetic_002,2016-03-14,Steps,0,10,0,0,11,3,0.0,0.0,0.0,0,0,-0.2238095238095238,3,0
synthetic_002,2016-03-15,Steps,1,10,1,0,11,4,0.0,0.0,0.0,0,0,-0.2238095238095238,4,0
synthetic_002,2016-03-16,Steps,1,10,2,0,11,5,0.25,0.25,0.3333333333333333,1,0,-0.2238095238095238,5,0
synthetic_002,2016-03-17,Steps,1,10,3,0,11,6,0.4,0.4,0.6666666666666666,2,1,-0.2238095238095238,6,0
synthetic_002,2016-03-18,Steps,0,5,4,0,11,7,0.5,0.5,1.0,3,2,-0.2238095238095238,7,0
synthetic_002,2016-03-19,Steps,0,5,5,1,11,8,0.42857142857142855,0.42857142857142855,0.6666666666666666,0,3,-0.2238095238095238,8,0
synthetic_002,2016-03-20,Steps,1,9,6,1,11,9,0.42857142857142855,0.375,0.3333333333333333,0,0,-0.2238095238095238,9,0
synthetic_002,2016-03-21,Steps,0,6,0,0,12,10,0.5714285714285714,0.4444444444444444,0.3333333333333333,1,0,-0.2238095238095238,10,0
synthetic_002,2016-03-22,Steps,1,4,1,0,12,11,0.5714285714285714,0.4,0.3333333333333333,0,1,-0.2238095238095238,11,0
synthetic_002,2016-03-23,Steps,0,6,2,0,12,12,0.5714285714285714,0.45454545454545453,0.6666666666666666,1,0,-0.2238095238095238,12,0
